KO_ID,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
GO:0046638,positive regulation of alpha-beta T cell differentiation,0.575910573,1.744592841,0.003100775,0.029886377,0.995,14/38,16.77%,PNP;PNP-2;MECOM;AP3B1;ANXA1;NKAP;RUNX1;TNFSF4;PRKCZ;ADA;SOCS5;RIPK2;RHOA;CBFB
GO:0016064,immunoglobulin mediated immune response,-0.480036503,-1.744569875,0.019047619,0.17420606,1,17/87,9.16%,HLA-E-3;C1R-2;C1R;C1S;C1RL-2;C1RL;STAT6;C6;SERPING1;BCL3;HLA-E-7;HLA-E-6;HLA-E-2;SHLD1;CD55;IRF7-2;BCL6
GO:0090671,telomerase RNA localization to Cajal body,0.667748807,1.743721738,0.004878049,0.029749258,0.995,14/20,21.24%,NHP2;CCT3;CCT6A;NOP10-2;NOP10;CCT8;CCT8-2;RUVBL2;TCP1;CCT4;WRAP53;NAF1;DCP2;CCT2
GO:0090670,RNA localization to Cajal body,0.667748807,1.743721738,0.004878049,0.029749258,0.995,14/20,21.24%,NHP2;CCT3;CCT6A;NOP10-2;NOP10;CCT8;CCT8-2;RUVBL2;TCP1;CCT4;WRAP53;NAF1;DCP2;CCT2
GO:0090672,telomerase RNA localization,0.667748807,1.743721738,0.004878049,0.029749258,0.995,14/20,21.24%,NHP2;CCT3;CCT6A;NOP10-2;NOP10;CCT8;CCT8-2;RUVBL2;TCP1;CCT4;WRAP53;NAF1;DCP2;CCT2
GO:0090685,RNA localization to nucleus,0.667748807,1.743721738,0.004878049,0.029749258,0.995,14/20,21.24%,NHP2;CCT3;CCT6A;NOP10-2;NOP10;CCT8;CCT8-2;RUVBL2;TCP1;CCT4;WRAP53;NAF1;DCP2;CCT2
GO:0046823,negative regulation of nucleocytoplasmic transport,0.681155393,1.743509962,0.00330033,0.0297187,0.995,7月17日,10.51%,MDFIC;NUP153;RAB23;SP100;TPR;UFM1;BARD1
GO:0070633,transepithelial transport,-0.612493929,-1.740407474,0.012658228,0.177051472,1,8月21日,6.82%,ABCC1;P2RY6;ABCC1-2;ITPR1;ACTG1-2;ACTG1;BEST1;EDNRB
GO:0006268,DNA unwinding involved in DNA replication,0.68912819,1.740179945,0.001572327,0.030796244,0.995,14/16,26.45%,MCM7;RECQL4;RAD51;MCM4;RECQL;MCMDC2;MCM2;PURA;MCM6;SSBP1-2;BLM;RPA1;WRN;SSBP1
GO:0008542,visual learning,-0.574074714,-1.739915093,0.020833333,0.176633132,1,4/33,3.44%,HRH1;DRD1;NETO1;NDRG4
GO:0009303,rRNA transcription,0.60166323,1.739692221,0.0016,0.030858724,0.995,13/32,13.97%,IPPK;GTF3C6;NCL;MARS1;POLR1G;PIH1D1;GTF3C2;MACROH2A1;TAF1B;NPM3;DDX11;SMARCB1-2;SMARCB1
GO:0045773,positive regulation of axon extension,0.579215341,1.739153692,0.008064516,0.03090838,0.995,6/36,2.97%,FN1;SEMA7A;SEMA7A-2;SEMA5A;MAP1B;GOLGA4
GO:0050685,positive regulation of mRNA processing,0.608773811,1.738569904,0.003289474,0.031019478,0.995,13/28,16.51%,PRDX6;NUDT21;LEO1;NCL;CIRBP;RBMX;CCNB1;CPEB1;DHX36;THRAP3;CDC73;SF3B4;SNW1
GO:0110110,positive regulation of animal organ morphogenesis,-0.596507311,-1.738459689,0.019021739,0.177073494,1,8月23日,11.98%,CSF1;BMP4;WNT2;BMP2;FGF1;SPRY1;WNT2B;POU5F1-3
GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,0.618101,1.737734819,0.004975124,0.031225256,0.995,13/28,11.56%,CDC25A;RCC2-2;RCC2;DTL;CCND1;CCNB1;CDK4;RAD51B;VPS4B;CDK1;FBXO5;RAB11A;SIN3A
GO:0010039,response to iron ion,-0.620950131,-1.737465277,0.019390582,0.177100712,1,3月20日,1.87%,HMOX1;ACO1;G6PD
GO:0045669,positive regulation of osteoblast differentiation,-0.498280332,-1.736862235,0.010989011,0.176812814,1,17/55,7.60%,CCN1;FBN2;JAG1;CEBPD;TMEM119;IL6R;LRP5;IL6;CEBPB;HGF;CCN4;BMPR1B;BMP2;PRKD1;IFITM1;ILK;ACVR1
GO:0031341,regulation of cell killing,-0.485938036,-1.73652272,0.008356546,0.176338441,1,31/75,18.02%,HLA-E-3;RNF213;SERPINB9;P2RX7;PVR;DVL2;MR1;HLA-A-7;IL7R;STAT5B;HLA-E-7;HLA-E-6;HLA-E-2;CRK;LAG3;CD55;IL12A;HLA-F-4;HLA-F-5;DNASE1;HLA-E-4;HLA-B-2;HLA-B-4;HLA-F-3;NECTIN2;BCL2L11;ARRB2;MICA;RASGRP1;CADM1;LGALS9
GO:0000792,heterochromatin,0.511409031,1.735347734,0.00155521,0.03203406,0.998,28/72,21.92%,UBE2B;MBD2;INCENP;BAZ1B;SALL4;UHRF1;CBX3;PSIP1;NCAPD3;SUV39H1;CENPA;MACROH2A1;RNF20;RNF2;SIRT1;EME1;H2AZ1;TCP1;PHC2;SMARCAD1;HELLS;ESCO2;H1-5;WDR76;CENPC;TRIM28;ZNF618;ATRX
GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway,0.617242732,1.734674577,0,0.032149419,0.998,7月26日,12.51%,AREG;PLAUR;HBEGF;EREG;DGKD;ADAM17;NUP62
GO:0030136,clathrin-coated vesicle,-0.432333008,-1.734584807,0.009090909,0.177186249,1,33/146,14.11%,CEMIP;DAB2;LDLR;EPN2;AP1M2;SYT11;VAMP8;SORT1;FZD4;LDLRAP1;DVL2;IGF2R;BTBD8;SPG21;PHETA2;IL7R;TGOLN2;CD4;CLVS1;KIAA0319;SGIP1;HLA-DPB1-3;ECE1;NECAP2;NECAP2-2;FOLR1;VPS33A;RAB27A;VPS33B;STX6;ROR2;DENND1A;SYNRG
GO:0071715,icosanoid transport,-0.571559987,-1.734044269,0.022284123,0.176778755,1,7月30日,3.94%,ABCC1;ABCC3;SLCO2A1;PTGES;ABCC1-2;P2RX4;BDKRB2
GO:0035296,regulation of tube diameter,-0.479920834,-1.733822377,0.01179941,0.174580004,1,12/81,7.21%,HRH1;ADM;GCLM;ICAM1;EXT2;BBS2;DRD1;ADRA1B;BDKRB2;SOD3;EDNRB;OXTR
GO:0097746,blood vessel diameter maintenance,-0.479920834,-1.733822377,0.01179941,0.174580004,1,12/81,7.21%,HRH1;ADM;GCLM;ICAM1;EXT2;BBS2;DRD1;ADRA1B;BDKRB2;SOD3;EDNRB;OXTR
GO:0035150,regulation of tube size,-0.479920834,-1.733822377,0.01179941,0.174580004,1,12/81,7.21%,HRH1;ADM;GCLM;ICAM1;EXT2;BBS2;DRD1;ADRA1B;BDKRB2;SOD3;EDNRB;OXTR
GO:1901998,toxin transport,0.578270276,1.733633906,0.004601227,0.032501709,0.999,16/37,14.32%,CD274;ANTXR2;CCT3;HSPA5;TRIP4;COPZ1;CCT5;CCT8;CCT8-2;SCFD1;VPS11;VPS11-2;ATP6V0A1;TCP1;CCT4;RAB28
GO:0098868,bone growth,0.648676028,1.733223477,0.004784689,0.032544873,0.999,5月20日,5.64%,STC1;ZMPSTE24;NPPC;FGFR3;DDR2
GO:0032069,regulation of nuclease activity,0.684101197,1.733066749,0.008116883,0.03249088,0.999,6月17日,13.63%,ABCE1;HMGB2;NPM1;TCEA1;DDX11;PCNA
GO:0042310,vasoconstriction,-0.526347019,-1.732322617,0.01369863,0.175143257,1,8/48,7.21%,HRH1;ADM;ICAM1;BBS2;ADRA1B;BDKRB2;EDNRB;OXTR
GO:0030864,cortical actin cytoskeleton,-0.503262559,-1.732145773,0.023529412,0.174596935,1,18/68,9.33%,SLC2A1;MYADM;CTTN-2;CTTN;ACTN1;SHROOM2;SPTAN1;VCL;NF2;SHROOM1;LASP1;CALB2-2;CALB2;MYH9;HFE;LLGL1-2;GSN;WDR1
GO:0032736,positive regulation of interleukin-13 production,-0.65583791,-1.731522631,0.01965602,0.1742952,1,9月18日,18.44%,HLA-E-3;HLA-E-7;HLA-E-6;HLA-E-2;TSLP;HLA-E-4;GATA3;LGALS9;IL18
GO:0046889,positive regulation of lipid biosynthetic process,-0.505723623,-1.731413814,0.00872093,0.173596621,1,12/58,9.77%,CCN1;ADM;TNFRSF1A;LDLR;RDH10;STAR;MTOR;FGF1;CHP1;SIRT3;FABP3;SCARB1
GO:0016849,phosphorus-oxygen lyase activity,-0.672316631,-1.730581308,0.010752688,0.173565399,1,9月15日,24.79%,ADCY9;BST1;NPR2;ADCY3;MOCS1;C12orf60;ADCY6;RNASET2;GUCY1B1
GO:0010837,regulation of keratinocyte proliferation,0.620118685,1.730470088,0.007886435,0.033390661,0.999,5月25日,4.19%,AREG;PTPRK;HAS2;CD109;PTPRK-2
GO:0040020,regulation of meiotic nuclear division,0.664525915,1.729041602,0.004784689,0.033815368,0.999,9月18日,13.33%,UBE2B;RAD51AP1;GPR3;CDC20;PLCB1;FBXO5;CALR;TRIP13;MSX1
GO:0071428,rRNA-containing ribonucleoprotein complex export from nucleus,0.713356469,1.729016021,0.00483871,0.03370976,0.999,6月15日,6.71%,RRS1;ABCE1;NOP9;EIF6;NPM1;XPO1
GO:0004181,metallocarboxypeptidase activity,-0.631557086,-1.728200544,0.02020202,0.174964199,1,4月18日,9.48%,CPA4;CPZ;AGBL5;AGBL3
GO:2001187,"positive regulation of CD8-positive, alpha-beta T cell activation",-0.661282593,-1.727845272,0.021276596,0.174527876,1,5月17日,6.86%,HLA-E-3;HLA-A-7;HLA-E-7;HLA-E-6;HLA-E-2
GO:0051973,positive regulation of telomerase activity,0.614816481,1.727368042,0.009661836,0.034172447,0.999,14/26,17.18%,NEK2;HSP90AB1;MAP3K4;PTGES3;PKIB;AURKB;KLF4;TCP1;CCT4;WRAP53;NAF1;ACD;XRCC5;NVL
GO:0006047,UDP-N-acetylglucosamine metabolic process,0.692482446,1.727009321,0.003252033,0.034236083,0.999,10月16日,15.10%,GFPT1;SLC35A3;GNPDA2;AMDHD2;NAGK;GFPT2;GNPNAT1;UAP1;RENBP;PGM3
GO:0140056,organelle localization by membrane tethering,0.449053461,1.726141562,0,0.034456598,0.999,66/165,21.63%,HAUS6;NEK2;CKAP5;PLK1;HAUS8;CEP192;PCM1;CNTRL;CEP89;TUBB-5;VTI1B;KIF24;HAUS2;SYT1;HAUS1;PPFIA3;PCNT;CENPJ;PAFAH1B1;SCLT1;CCP110;TCTN1;TSNARE1;CEP162;TUBB4B;SCFD2;VPS11;VPS11-2;HAUS5;CEP63;CDK1;RALB;CEP135;USO1;SFI1;RAB11A;CEP83;CEP97;SDCCAG8;CEP164;MAPRE1;ESYT1;ODF2;ATG14;CTBP2;LRRC37A2;PLK4;PRKAR2B;STX1A;AHI1;UNC13B;CETN2-2;CETN2;DCTN3;PDZD8;STX5;TUBB-6;RPGRIP1L;TTBK2;TUBB-8;STX7;CEP72-2;SSNA1;FBF1;NPHP4;HAUS3
GO:0016887,ATP hydrolysis activity,0.442923714,1.725269588,0,0.034607638,0.999,88/221,20.03%,KIFC1;ABCD3;TOR2A;CCT3;HSP90AA1;HSPA5;ATP2B1;KIF2C;HSPA9;KIF23;IDE;HSP90AB1;KATNAL1;HSPH1;KIFC1-2;MSH6;SMC2;POM121C;KIF22;KIF18B;CCT6A;MLH1;RFC4;NLRP1;RFC2;KIF9;OLA1;SMC3;ATAD3A;KIF20A;SMC4;HSPD1;SMC1A;HSP90B1;MSH2;CCT5;ORC1;ATP2C1;MKKS;HSPA14;RFC5;CCT8;CCT8-2;ABCB1;SMARCA5;GET3;VPS4B;HSPA13;CHTF18;KIF1B;ATAD5;DDX3X;KIF27;PSMC2;KIF5B;HSPE1;LONP1;KIF20B;PIKFYVE;TCP1;TRIP13;ATP8A2;SMCHD1;DDX39A;KIF3B;ATP5F1D;CCT4;MYO1E;LRRC37A2;KIF15-2;SHOC1;ATAD2;TOR4A;NAV3;NVL;PSMC6;HSPA1B-5;CDC6;KIF2A;KIF13A;BCS1L;NSF;NSF-3;HSPA4;BLM;MYO19;ATP8A1;TRAP1
GO:0048843,negative regulation of axon extension involved in axon guidance,0.642630205,1.724925952,0.006535948,0.034607322,0.999,6月21日,5.31%,SEMA7A;SEMA7A-2;SEMA5A;SEMA3A;SEMA6D;SEMA3C
GO:0043101,purine-containing compound salvage,0.669895147,1.72444965,0.006722689,0.034677543,0.999,6月16日,11.88%,PNP;PNP-2;ADK;MTAP;DCK;ADA
GO:0005891,voltage-gated calcium channel complex,-0.579242197,-1.723113447,0.027322404,0.177786487,1,10月27日,15.00%,CATSPERE;HSPA2;CACNA1A;CACNA2D3;CACNG4;CACHD1;CACNB2;CATSPER2;CACNA1C;PDE4D
GO:0010566,regulation of ketone biosynthetic process,-0.670139981,-1.722947593,0.015915119,0.177133601,1,5月15日,7.26%,ADM;AKR1C3;EGR1;BMP2;DKK3
GO:0000478,endonucleolytic cleavage involved in rRNA processing,0.657500893,1.722614025,0.003100775,0.035196248,0.999,6月20日,8.43%,RRS1;NOP9;RPS21;UTP20;BMS1;ABT1
GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",0.657500893,1.722614025,0.003100775,0.035196248,0.999,6月20日,8.43%,RRS1;NOP9;RPS21;UTP20;BMS1;ABT1
GO:0008340,determination of adult lifespan,0.678066668,1.722410515,0.003262643,0.035179495,0.999,7月16日,10.31%,IDE;ZMPSTE24;RAD54L;MSH6;MSH2;BBC3;TREX1
GO:0034367,protein-containing complex remodeling,0.650208392,1.722318317,0.003338898,0.035096115,0.999,10月20日,15.98%,APOM-5;APOM;APOM-7;APOM-2;APOM-4;APOM-6;APOM-3;LIPG;PLA2G3;TAF8
GO:0043114,regulation of vascular permeability,-0.551285432,-1.722261707,0.010335917,0.176971557,1,10/35,14.09%,HRH1;ADM;TEK;BDKRB2;ANGPT1;PTP4A3;TRPV4;ZG16B-2;MYLK3;FERMT2
GO:0030201,heparan sulfate proteoglycan metabolic process,-0.583843841,-1.721542405,0.018518519,0.176896458,1,11月27日,11.96%,EXT1;EXT2;HS6ST1;SGSH;SULF1;NDST3;PXYLP1;HS3ST3B1;NDST1;GPC1;SULF2
GO:0140416,transcription regulator inhibitor activity,0.696283596,1.720991796,0.006504065,0.035502052,0.999,9月16日,12.17%,SMAD7;ID1;ID3;ID3-2;LYAR;DDIT3;TAF1;SIN3A;ID4
GO:0001892,embryonic placenta development,-0.501798633,-1.720393985,0.021276596,0.177147724,1,10/65,4.69%,CCN1;EPAS1;ADM;SOCS3;CITED2;CDKN1C;WNT2;SPINT2;CEBPB;TFEB
GO:0055069,zinc ion homeostasis,0.64263455,1.72024228,0,0.035521638,0.999,5月22日,7.75%,MT2A;SLC30A4;SLC30A1;AP3B1;SLC30A3
GO:0006882,cellular zinc ion homeostasis,0.64263455,1.72024228,0,0.035521638,0.999,5月22日,7.75%,MT2A;SLC30A4;SLC30A1;AP3B1;SLC30A3
GO:1901659,glycosyl compound biosynthetic process,0.593565525,1.719814298,0.006677796,0.035541366,0.999,12月29日,17.36%,PNP;PNP-2;NT5E;TK2;ADK;AMD1;MTAP;DCK;ADA;DHODH;DTYMK;PRTFDC1
GO:0002673,regulation of acute inflammatory response,-0.576253367,-1.719087591,0.026109661,0.177456728,1,11月27日,12.86%,HLA-E-3;PTGES;OSMR;IL6;EDNRB;HLA-E-7;HLA-E-6;HLA-E-2;CCR7;DNASE1;HLA-E-4
GO:1901992,positive regulation of mitotic cell cycle phase transition,0.500780114,1.717929394,0,0.036160697,0.999,29/76,11.56%,UBE2C;CDC25A;RCC2-2;RCC2;DTL;CDC23;CDT1;RDX;CUL3;DLGAP5;MEPCE;CCND1;CDC27;CCNB1;CDK4;ANXA1;EGFR;PHB2;LSM11;RAD51B;VPS4B;BIRC5;PLCB1;CDK1;FBXO5;ADAM17;EIF4G1;RAB11A;SIN3A
GO:0030496,midbody,0.446217711,1.717709244,0,0.036115666,0.999,64/180,17.00%,CDCA8;ECT2;CENPF;ASPM;AURKA;RCC2-2;RCC2;IQGAP1;INCENP;ANLN;HSPA5;NEK2;SVIL;PLK1;KIF23;PKN2;KIF4A;KATNAL1;RDX;TRIOBP;USP3;CNTRL;GEM;PRC1;NTNG2;CEP55;KIF20A;CENPE;SAFB;CCDC66;SEPTIN2;AURKB;SPAG5;TTC19;GNAI3;VPS4B;BIRC5;CDK1;RALB;PDXP;CELF2;NUDC;UHMK1;KATNBL1;RACGAP1;ARL8B;KIF20B;NUP62;KATNB1;LAP3;HNRNPU;SHCBP1;EML4;PIN1;DDX11;KIF3B;PPP1CC;SEPTIN1;TACC1;GNL3;DCTN3;PIK3CB;ANKRD54;CLIC4
GO:0030686,90S preribosome,0.596214304,1.717619983,0.003149606,0.036039698,0.999,26/31,38.36%,NOP9;UTP20;LOC102724159;NOC4L-2;BMS1;RSL1D1;MPHOSPH10;NOC2L;WDR3;RRP36;RRP7A;UTP6;PES1;WDR36;BOP1-2;NOP9-2;WDR12;PWP2;NOL6;BOP1;NOC4L;TBL3;TBL3-2;IMP3;UTP18;IMP4
GO:0098798,mitochondrial protein-containing complex,0.424845392,1.71738686,0,0.036003812,0.999,134/277,33.71%,TOMM5;NDUFS4;DNAJC19;MRPL1;MRPL3;PAM16-2;MRPL58;MRPL51;MTX1;TIMM13;MRPS9;MRPL50;MRPS31;DMAC1;NDUFA12;MRPS11;SLC25A5;UQCRH;NDUFAB1;ATP5F1B;PDK1;MRPL46;MRPS18C;ATP5MC1;MRPL37;MICU2;PHB2;PNPT1;MRPL20;TIMM21;MRPS2;MRPL24;TIMM10;MRPL39;PDHA1;NDUFS2;MRPL10;MRPL21;MICU3;TIMM17A;MRPL54;PAM16;PHB1;APOO;NDUFA1;IMMT;VDAC1;SDHD;MTX3;DAP3;CYC1;ATP5PD;ATP5F1D;MRPL27;MRPS35;MRPS18A;NDUFA7;MPV17L2;SDHA;GRPEL2;HADHA;TIMM17B-2;TIMM17B;COX6A1;MRPS10;MRPL38;TOMM20;TRMT10C;NDUFC2;COX5A;BCS1L;TOMM70;MRPL28;DLAT;UQCRFS1;PPIF;NDUFB6;MRPL19;NDUFB5;NDUFS1-2;NDUFA11-2;MRPS18B;MRPS18B-4;MRPS18B-2;MRPS18B-3;MRPS18B-5;MRPS18B-7;NDUFA11;LOC107986346;ATP5PB;BAX;NDUFV1;TIMM23B;PDK2;ATP5PO;NDUFS5;NDUFB7;MFN1;MRPL16;HSD17B10;TIMM9;MRPS17;MRPL43;MCUB;NDUFS3;NDUFS3-2;MRPL55;NDUFS1;NDUFA4L2;MRPL47;AFG3L2;TOMM6;NSUN4;MRPS18B-6;TOMM40;UQCR10;MRPL49;MTERF4;NDUFB10;NDUFB10-2;ATP5MK;MRPS24;MRPL11;BCKDK;NDUFA6-2;TOMM7;MRPS36;MRPS12;SAMM50;FOXRED1;MRPS12-2;MRPL18;MTRFR;MRPS14
GO:0030137,COPI-coated vesicle,0.583081885,1.717341253,0.004934211,0.035906101,0.999,19/32,27.95%,COPZ1;KDELR3;COPB1;COPG2;COPA;KDELR2;TMEM199;TMED3;BNIP1;SMN1-3;CCDC88A;TMED7;SMN1-2;ACTR1A;KDELR1;SCYL1;CCDC115;PACS1;ARCN1
GO:0042445,hormone metabolic process,-0.441102877,-1.716815734,0.006872852,0.178667406,1,36/133,13.23%,AKR1C1;ADM;GCNT4;SCHIP1;CORIN;AKR1C3;DHCR7;HSD17B2;FDX1;AKR1B1;HSD17B7;FOXE1;PLEKHA1;RDH10;DHRS3;EGR1;STAR;CTSL;BMP2;AOPEP;STAT5B;DKK3;CTSB-2;TSPOAP1;HFE;CTSB;BCO2;SCARB1;GNB3;AFP;CGB8;ECE1;DIO2;NFKB1;ATP1A1;PCSK5
GO:0007019,microtubule depolymerization,0.545123892,1.716724772,0.001579779,0.036087347,0.999,23/46,19.74%,TPX2;CKAP2;KIF2C;CKAP5;CIB1;STMN3;MAP1B;KIF18B;KIF24;APC;STMN1;CLASP2;KATNB1;HDGFL3;TAOK1;SMN1-3;NAV3;TRIM54;KIF2A;SMN1-2;TTBK2;CAMSAP2;MAP1S
GO:0061384,heart trabecula morphogenesis,-0.613885341,-1.716690307,0.019230769,0.178022384,1,5月22日,3.65%,HEG1;ADAMTS1;TEK;SRF;FHL2
GO:0071827,plasma lipoprotein particle organization,0.586663797,1.715488354,0.003278689,0.036469286,0.999,12/32,14.20%,ABCA1;MFSD2A;APOM-5;APOM;APOM-7;APOM-2;APOM-4;APOM-6;APOM-3;PRKACB;LIPG;PLA2G3
GO:0090504,epiboly,-0.547756227,-1.715358929,0.020348837,0.178382941,1,7/33,6.40%,CCN1;AJUBA;MEGF8;COL5A1;ACVRL1;MTOR;FLNA
GO:0032201,telomere maintenance via semi-conservative replication,0.59375763,1.715069617,0.003149606,0.036544294,0.999,17/32,16.64%,PRIM1;RFC4;RFC1;RFC2;POLD1;RFC3;TEN1;DSCC1;TERF2IP;RFC5;CHTF18;RTEL1;PRIM2;POLA2;PCNA;POLA1;ACD
GO:1904814,"regulation of protein localization to chromosome, telomeric region",0.675110874,1.714340254,0.006557377,0.036794344,0.999,12月16日,24.54%,CCT3;CCT6A;CCT5;MACROH2A1;CCT8;CCT8-2;TCP1;CCT4;WRAP53;GNL3;CCT2;DKC1
GO:0042274,ribosomal small subunit biogenesis,0.503326362,1.713344169,0.001540832,0.03713729,0.999,41/75,28.12%,RPS6;RRS1;NOP9;RPS8;UTP25;RPS21;UTP20;RPSA2;NPM1;MRPS11;RPS24;LOC102724159;NOL10;RPS14;BMS1;NOB1;ABT1;RPSA;WDR3;RRP36;RPS16;RPS7;RPS27;XRCC5;RRP7A;UTP6;RPS10;UTP3;RIOK2;EMG1;TSR1;NOL11;ABT1-2;DDX52-2;NOM1;ERAL1;NOP9-2;RIOK1;PWP2;ERCC2;UTP23
GO:0032200,telomere organization,0.457523701,1.712895291,0.001457726,0.037215113,0.999,73/143,21.92%,NHP2;RIF1;CCT3;NEK2;HSP90AB1;PRIM1;RECQL4;RAD51;EXO1;CCT6A;SP100;NBN;RFC4;TELO2;RFC1;RFC2;POLD1;RFC3;XRCC1;TEN1;XRCC3;SLX1B;NOP10-2;NOP10;CCT5;MAP3K4;PTGES3;PPP6R3;DSCC1;PKIB;AURKB;TERF2IP;RFC5;CCT8;CCT8-2;CHTF18;DHX36;HNRNPA1;RTEL1;PRIM2;MRE11;DCLRE1B;SMG6;POLA2;HNRNPU;TCP1;SMG1;PCNA;ATR;TPRKB;CCT4;HNRNPD;WRAP53;MCRS1;TNKS2;POLA1;NAF1;GNL3;ACD;XRCC5;BLM;DCP2;HNRNPA2B1;ERCC4;GAR1;DOT1L;TPRKB-2;HUS1;HUS1B;ANKRD28;CCT2;XRCC6;ATRX
GO:0051571,positive regulation of histone H3-K4 methylation,0.660760989,1.712550534,0.0063593,0.037245535,0.999,10月18日,21.08%,AUTS2;RTF1;SNW1;NELFE-2;NELFE-4;NELFE-6;NELFE-5;NELFE-3;DNMT3B;CTR9
GO:0006626,protein targeting to mitochondrion,0.48593567,1.71212523,0.001457726,0.03727027,0.999,47/100,27.62%,ABLIM3;TOMM5;DNAJC19;LMAN1;TOMM34;ATG13;PDCD5;PAM16-2;TIMM13;SAE1;HAX1;BNIP3L;CSNK2A2;TIMM8A;HSPD1;TIMM44;TIMM21;TIMM10;VPS11;VPS11-2;TIMM17A;GSK3A;RHOU-2;RHOU;PAM16;CHCHD4;GRPEL2;MICALL2;TIMM17B-2;TIMM17B;AIFM1;TOMM20;DNLZ;TOMM70;HSPA4;FBXW7;LOC107986346;BID;TIMM23B;MFN2;HSPA1L-2;FIS1;TIMM9;SH3GLB1;HPS4;UBE2D3;MIPEP
GO:0000176,nuclear exosome (RNase complex),0.677586884,1.711704762,0.004854369,0.037322292,0.999,12月16日,28.31%,C1D;DIS3;EXOSC6;EXOSC8;EXOSC5;NVL;EXOSC2;EXOSC9;MTREX;WDR74;MPHOSPH6;EXOSC10
GO:0020037,heme binding,-0.474387916,-1.711424393,0.019830028,0.181041523,1,8/78,4.32%,HMOX1;HEBP1;CYB5A;SLC48A1;PTGS1;ABCB6;CYP2R1;COX1
GO:1904872,regulation of telomerase RNA localization to Cajal body,0.662578407,1.711390489,0.011382114,0.037352117,0.999,13/19,21.24%,NHP2;CCT3;CCT6A;NOP10-2;NOP10;CCT8;CCT8-2;RUVBL2;TCP1;CCT4;NAF1;DCP2;CCT2
GO:0005178,integrin binding,-0.44026462,-1.709574881,0.006493506,0.181948366,1,17/114,3.91%,CCN1;CCN2;COL3A1-2;FBLN5;ICAM1;PLPP3;THBS1;LAMB1;ACTN1;ADAMTS8;TIMP2;LAMA5;ITGB3;FBLN1;COL5A1;HSPG2;S1PR3
GO:0098743,cell aggregation,-0.656237181,-1.709408792,0.018823529,0.181344226,1,6月16日,9.08%,CCN2;COL11A1;SULF1;BMPR1B;MAPK14;SOX6
GO:0005721,pericentric heterochromatin,0.642685729,1.709307828,0.003210273,0.038205378,0.999,15/20,31.36%,INCENP;BAZ1B;CBX3;NCAPD3;CENPA;MACROH2A1;HELLS;ESCO2;CENPC;ZNF618;ATRX;CBX1;UHRF2;SNAI1;CENPB
GO:0003684,damaged DNA binding,0.523715001,1.709043099,0.001577287,0.038194314,0.999,37/63,29.33%,HMGB2;RECQL4;MSH6;RAD51;BRCA1;NEIL3;H2AX;NBN;POLD1;XRCC1;RAD18;MSH2;AUNIP;DCLRE1B;PCNA;RBBP8;MUTYH;XRCC5;SDE2;BLM;ERCC4;NEIL2;ERCC1;XRCC6;DDB2;RPA3;RPA2;POLQ;RPA1;WRN;DCLRE1A;XPC;NTHL1;ERCC2;CRY2;POT1;UNG
GO:1904062,regulation of cation transmembrane transport,-0.410761961,-1.70887649,0,0.18102127,1,48/246,11.22%,CEMIP;CCL2;KCNE4;GSTM2;GLRX;STOM;SHANK2;JPH2;FHL1;THADA;P2RY6;G6PD;NEDD4L;HSPA2;DRD1;NETO1;FGF11;FGF11-2;PLCG1;SCN4B;KCNH2;CAPN3;CACNG4;ATP1B3;GABBR1;AHNAK;FLNA;PRKD1;STIM1;SRI;KCNJ2;CHP1;BIN1;KCNE5;CACNB2;EHD3;HECW1;GNB5;HAP1;TMEM38A;RGS2;KCNE3;FGF13;THY1;SELENON;AMIGO1;FYN;RELN
GO:0014032,neural crest cell development,0.509221476,1.708810696,0.001584786,0.038183316,0.999,17/62,12.21%,FN1;SEMA7A;SEMA7A-2;SEMA5A;KITLG;SEMA3A;SEMA6D;SOX11;KBTBD8;CDH2;SEMA3C;EDNRA;GDNF;FOXC2;SEMA6B;HES1;SNAI2
GO:0016051,carbohydrate biosynthetic process,-0.421734153,-1.708077749,0.006825939,0.180976025,1,30/173,9.05%,ATF3;HRH1;EXT1;SLC2A1;PGD;EXT2;IRS1;IRS2;P2RY6;G6PD;ST6GALNAC6;IMPA2;TKT;AKR1B1;GYG2;CHST15;SLC25A12-2;ST3GAL6;NDST3;PPP1R3F;PGM1;CHST14;TALDO1;ALDOC;GYG1;B4GALT5;NDST1;PPP1R3E;PPP1R3C;SORD
